transaction_id,date,department,category,vendor,region,transaction_type,amount,payment_method,description
TXN104888,2025-02-14,IT,Hardware,TechSource,North,Expense,12691.19,UPI,Hardware transaction for IT
TXN104889,2025-02-14,Operations,Utilities,PowerGrid,North,Expense,13678.21,Bank Transfer,Utilities transaction for Operations
TXN104890,2025-02-14,Operations,Maintenance,FixPro,North,Expense,12206.3,Bank Transfer,Maintenance transaction for Operations
TXN104891,2025-02-14,IT,Cybersecurity,CyberGuard,West,Expense,23368.07,Debit Card,Cybersecurity transaction for IT
TXN104892,2025-02-14,IT,Software,CloudSuite,West,Expense,6931.02,Debit Card,Software transaction for IT
TXN104893,2025-02-14,IT,Software,CloudSuite,South,Expense,6979.45,Bank Transfer,Software transaction for IT
TXN104894,2025-02-14,IT,Transaction Fees,Customer_A,North,Revenue,24433.84,Debit Card,Transaction Fees transaction for IT
TXN104895,2025-02-14,Customer Support,Outsourcing,ServiceDesk,South,Expense,12205.04,Credit Card,Outsourcing transaction for Customer Support
TXN104896,2025-02-14,Sales,Transaction Fees,Customer_C,South,Revenue,13640.19,Credit Card,Transaction Fees transaction for Sales
TXN104897,2025-02-14,Customer Support,Service Revenue,Customer_D,West,Revenue,40352.13,UPI,Service Revenue transaction for Customer Support
TXN104898,2025-02-14,IT,Cloud Services,ComputeHub,South,Expense,24257.05,UPI,Cloud Services transaction for IT
TXN104899,2025-02-14,IT,Transaction Fees,Customer_C,North,Revenue,9918.34,Direct Debit,Transaction Fees transaction for IT
TXN104900,2025-02-14,Operations,Maintenance,MaintainX,North,Expense,18041.59,Debit Card,Maintenance transaction for Operations
TXN104901,2025-02-14,Marketing,Subscription,Customer_D,North,Revenue,31919.05,Debit Card,Subscription transaction for Marketing
TXN104902,2025-02-14,Marketing,Subscription,Customer_C,East,Revenue,14325.32,Debit Card,Subscription transaction for Marketing
TXN104903,2025-02-14,Marketing,Product Sales,Customer_D,East,Revenue,17363.93,Bank Transfer,Product Sales transaction for Marketing
TXN104904,2025-02-14,Customer Support,Outsourcing,SupportWorks,West,Expense,6434.81,Debit Card,Outsourcing transaction for Customer Support
TXN104905,2025-02-14,Marketing,Software,DataDesk,North,Expense,12242.86,Bank Transfer,Software transaction for Marketing
TXN104906,2025-02-14,Finance,Product Sales,Customer_C,North,Revenue,11317.41,Bank Transfer,Product Sales transaction for Finance
TXN104907,2025-02-14,Sales,Transaction Fees,Customer_D,East,Revenue,14576.96,Bank Transfer,Transaction Fees transaction for Sales
TXN104908,2025-02-14,HR,Software,CloudSuite,South,Expense,4830.37,Bank Transfer,Software transaction for HR
TXN104909,2025-02-14,Operations,Logistics,FastFreight,North,Expense,42520.72,Bank Transfer,Logistics transaction for Operations
TXN104910,2025-02-14,Sales,Product Sales,Customer_B,West,Revenue,12459.81,Credit Card,Product Sales transaction for Sales
TXN104911,2025-02-14,HR,Software,CloudSuite,North,Expense,5521.61,Debit Card,Software transaction for HR
TXN104912,2025-02-14,Customer Support,Training,LearnPro,South,Expense,4896.84,Debit Card,Training transaction for Customer Support
TXN104913,2025-02-14,Marketing,Product Sales,Customer_E,West,Revenue,23586.73,Credit Card,Product Sales transaction for Marketing
TXN104914,2025-02-14,IT,Cybersecurity,SecureNet,East,Expense,14823.16,Credit Card,Cybersecurity transaction for IT
TXN104915,2025-02-14,Sales,Commissions,SalesPartners,South,Expense,11790.83,Bank Transfer,Commissions transaction for Sales
TXN104916,2025-02-14,Sales,Service Revenue,Customer_B,West,Revenue,9905.95,Credit Card,Service Revenue transaction for Sales
TXN104917,2025-02-14,Marketing,Product Sales,Customer_B,East,Revenue,9011.92,Debit Card,Product Sales transaction for Marketing
TXN104918,2025-02-14,Operations,Logistics,MoveRight,North,Expense,15447.33,UPI,Logistics transaction for Operations
TXN104919,2025-02-14,IT,Cybersecurity,SecureNet,East,Expense,7754.85,Bank Transfer,Cybersecurity transaction for IT
TXN104920,2025-02-14,Customer Support,Software,WorkFlowPro,South,Expense,11371.74,Debit Card,Software transaction for Customer Support
TXN104921,2025-02-14,Marketing,Content,MediaCraft,East,Expense,10358.92,Debit Card,Content transaction for Marketing
TXN104922,2025-02-14,Finance,Product Sales,Customer_C,West,Revenue,6730.63,Bank Transfer,Product Sales transaction for Finance
TXN104923,2025-02-14,HR,Benefits,BenefitHub,West,Expense,5915.1,Credit Card,Benefits transaction for HR
TXN104924,2025-02-14,Customer Support,Software,SoftCore,South,Expense,7576.68,Direct Debit,Software transaction for Customer Support
TXN104925,2025-02-14,HR,Recruitment,HireFast,North,Expense,10295.15,Bank Transfer,Recruitment transaction for HR
TXN104926,2025-02-14,HR,Subscription,Customer_B,South,Revenue,12141.31,Bank Transfer,Subscription transaction for HR
TXN104927,2025-02-14,Finance,Bank Charges,BankTwo,South,Expense,13856.19,Bank Transfer,Bank Charges transaction for Finance
TXN104928,2025-02-14,HR,Training,LearnPro,West,Expense,2017.99,Bank Transfer,Training transaction for HR
TXN104929,2025-02-14,Sales,Service Revenue,Customer_B,West,Revenue,11545.94,Bank Transfer,Service Revenue transaction for Sales
TXN104930,2025-02-14,Operations,Product Sales,Customer_E,West,Revenue,19406.93,Credit Card,Product Sales transaction for Operations
TXN104931,2025-02-14,Marketing,Advertising,AdSphere,North,Expense,6428.78,Credit Card,Advertising transaction for Marketing
TXN104932,2025-02-14,HR,Service Revenue,Customer_E,North,Revenue,18401.61,UPI,Service Revenue transaction for HR
TXN104933,2025-02-14,Customer Support,Service Revenue,Customer_E,South,Revenue,4760.57,Bank Transfer,Service Revenue transaction for Customer Support
TXN104934,2025-02-14,Sales,Software,DataDesk,South,Expense,18863.45,Credit Card,Software transaction for Sales
TXN104935,2025-02-14,Marketing,Transaction Fees,Customer_C,North,Revenue,25228.13,Credit Card,Transaction Fees transaction for Marketing
TXN104936,2025-02-14,HR,Benefits,BenefitHub,East,Expense,1632.95,Bank Transfer,Benefits transaction for HR
TXN104937,2025-02-14,IT,Transaction Fees,Customer_E,West,Revenue,84688.53,Bank Transfer,Transaction Fees transaction for IT
TXN104938,2025-02-15,Operations,Utilities,WaterWorks,South,Expense,4807.49,UPI,Utilities transaction for Operations
TXN104939,2025-02-15,Finance,Subscription,Customer_B,East,Revenue,39766.57,Credit Card,Subscription transaction for Finance
TXN104940,2025-02-15,Finance,Transaction Fees,Customer_C,South,Revenue,14483.92,Debit Card,Transaction Fees transaction for Finance
TXN104941,2025-02-15,Sales,Travel,StaySmart,North,Expense,6030.94,Bank Transfer,Travel transaction for Sales
TXN104942,2025-02-15,Finance,Service Revenue,Customer_A,North,Revenue,13362.67,Credit Card,Service Revenue transaction for Finance
TXN104943,2025-02-15,IT,Software,CloudSuite,North,Expense,3444.15,Direct Debit,Software transaction for IT
TXN104944,2025-02-15,Marketing,Product Sales,Customer_A,West,Revenue,23242.29,Bank Transfer,Product Sales transaction for Marketing
TXN104945,2025-02-15,Sales,Travel,FlyBiz,North,Expense,11031.11,Credit Card,Travel transaction for Sales
TXN104946,2025-02-15,Operations,Subscription,Customer_C,South,Revenue,158536.09,Bank Transfer,Subscription transaction for Operations
TXN104947,2025-02-15,Sales,Commissions,SalesPartners,South,Expense,10168.5,Bank Transfer,Commissions transaction for Sales
TXN104948,2025-02-15,Customer Support,Product Sales,Customer_D,West,Revenue,14182.41,Credit Card,Product Sales transaction for Customer Support
TXN104949,2025-02-15,Operations,Subscription,Customer_B,South,Revenue,26695.09,Bank Transfer,Subscription transaction for Operations
TXN104950,2025-02-15,Finance,Professional Services,ConsultPro,West,Expense,9777.76,Credit Card,Professional Services transaction for Finance
TXN104951,2025-02-15,Customer Support,Support Tools,HelpDeskPro,West,Expense,11735.28,Credit Card,Support Tools transaction for Customer Support
TXN104952,2025-02-15,Customer Support,Software,WorkFlowPro,West,Expense,6785.19,UPI,Software transaction for Customer Support
TXN104953,2025-02-15,Finance,Bank Charges,BankOne,West,Expense,5658.45,Direct Debit,Bank Charges transaction for Finance
TXN104954,2025-02-15,HR,Recruitment,TalentBridge,East,Expense,6249.29,Debit Card,Recruitment transaction for HR
TXN104955,2025-02-15,HR,Service Revenue,Customer_A,East,Revenue,12641.4,UPI,Service Revenue transaction for HR
TXN104956,2025-02-15,Finance,Service Revenue,Customer_B,East,Revenue,22086.18,Debit Card,Service Revenue transaction for Finance
TXN104957,2025-02-15,Customer Support,Software,DataDesk,West,Expense,6478.75,Bank Transfer,Software transaction for Customer Support
TXN104958,2025-02-15,HR,Training,SkillWorks,South,Expense,3433.6,UPI,Training transaction for HR
TXN104959,2025-02-15,Marketing,Advertising,AdSphere,South,Expense,8691.92,Bank Transfer,Advertising transaction for Marketing
TXN104960,2025-02-15,Finance,Transaction Fees,Customer_C,South,Revenue,12773.62,Credit Card,Transaction Fees transaction for Finance
TXN104961,2025-02-15,IT,Subscription,Customer_E,West,Revenue,28022.77,Bank Transfer,Subscription transaction for IT
TXN104962,2025-02-15,Marketing,Software,CloudSuite,South,Expense,14748.85,Bank Transfer,Software transaction for Marketing
TXN104963,2025-02-15,Customer Support,Training,SkillWorks,North,Expense,1643.44,Bank Transfer,Training transaction for Customer Support
TXN104964,2025-02-15,Operations,Maintenance,MaintainX,East,Expense,13418.21,Credit Card,Maintenance transaction for Operations
TXN104965,2025-02-15,IT,Subscription,Customer_E,South,Revenue,16886.61,Bank Transfer,Subscription transaction for IT
TXN104966,2025-02-15,Marketing,Subscription,Customer_B,North,Revenue,10441.5,Direct Debit,Subscription transaction for Marketing
TXN104967,2025-02-15,HR,Software,SoftCore,West,Expense,1807.3,Bank Transfer,Software transaction for HR
TXN104968,2025-02-15,HR,Training,SkillWorks,East,Expense,1772.7,UPI,Training transaction for HR
TXN104969,2025-02-15,Customer Support,Service Revenue,Customer_B,West,Revenue,82712.82,Credit Card,Service Revenue transaction for Customer Support
TXN104970,2025-02-15,Operations,Product Sales,Customer_E,East,Revenue,32423.86,Bank Transfer,Product Sales transaction for Operations
TXN104971,2025-02-15,Finance,Subscription,Customer_B,North,Revenue,39520.78,Debit Card,Subscription transaction for Finance
TXN104972,2025-02-15,Sales,Commissions,SalesPartners,South,Expense,26578.44,Bank Transfer,Commissions transaction for Sales
TXN104973,2025-02-15,IT,Software,SoftCore,North,Expense,13854.14,Debit Card,Software transaction for IT
TXN104974,2025-02-15,Customer Support,Subscription,Customer_B,East,Revenue,42928.15,Bank Transfer,Subscription transaction for Customer Support
TXN104975,2025-02-15,Sales,Software,CloudSuite,South,Expense,12338.34,UPI,Software transaction for Sales
TXN104976,2025-02-15,Sales,Software,WorkFlowPro,West,Expense,6704.73,Credit Card,Software transaction for Sales
TXN104977,2025-02-15,Marketing,Events,ExpoHub,South,Expense,12551.83,Bank Transfer,Events transaction for Marketing
TXN104978,2025-02-15,Operations,Transaction Fees,Customer_B,South,Revenue,17284.07,UPI,Transaction Fees transaction for Operations
TXN104979,2025-02-15,Finance,Bank Charges,BankOne,East,Expense,5464.28,UPI,Bank Charges transaction for Finance
TXN104980,2025-02-15,Customer Support,Training,LearnPro,West,Expense,6888.66,Bank Transfer,Training transaction for Customer Support
TXN104981,2025-02-15,IT,Hardware,DevicePro,West,Expense,14345.97,Credit Card,Hardware transaction for IT
TXN104982,2025-02-15,IT,Service Revenue,Customer_C,West,Revenue,16090.44,Debit Card,Service Revenue transaction for IT
TXN104983,2025-02-15,Operations,Utilities,WaterWorks,South,Expense,2182.77,Bank Transfer,Utilities transaction for Operations
TXN104984,2025-02-15,Marketing,Advertising,SearchPro,North,Expense,9732.34,Direct Debit,Advertising transaction for Marketing
TXN104985,2025-02-15,Customer Support,Software,SoftCore,East,Expense,17517.87,Bank Transfer,Software transaction for Customer Support
TXN104986,2025-02-15,Sales,Service Revenue,Customer_D,West,Revenue,22356.8,Credit Card,Service Revenue transaction for Sales
TXN104987,2025-02-15,Operations,Logistics,ShipNow,East,Expense,23197.76,Debit Card,Logistics transaction for Operations
TXN104988,2025-02-15,Operations,Product Sales,Customer_B,South,Revenue,22635.49,Credit Card,Product Sales transaction for Operations
TXN104989,2025-02-15,Operations,Supplies,OfficeMart,South,Expense,11318.23,Bank Transfer,Supplies transaction for Operations
TXN104990,2025-02-15,Marketing,Software,WorkFlowPro,South,Expense,5684.07,Bank Transfer,Software transaction for Marketing
TXN104991,2025-02-15,Operations,Product Sales,Customer_A,South,Revenue,81908.39,Credit Card,Product Sales transaction for Operations
TXN104992,2025-02-15,Customer Support,Product Sales,Customer_A,West,Revenue,32045.25,UPI,Product Sales transaction for Customer Support
TXN104993,2025-02-15,Finance,Software,WorkFlowPro,North,Expense,4338.99,Bank Transfer,Software transaction for Finance
TXN104994,2025-02-15,IT,Hardware,TechSource,South,Expense,25559.65,UPI,Hardware transaction for IT
TXN104995,2025-02-15,Sales,Transaction Fees,Customer_E,North,Revenue,17635.62,Credit Card,Transaction Fees transaction for Sales
TXN104996,2025-02-15,HR,Transaction Fees,Customer_D,North,Revenue,21473.12,Bank Transfer,Transaction Fees transaction for HR
TXN104997,2025-02-15,IT,Software,DataDesk,West,Expense,8616.21,Bank Transfer,Software transaction for IT
TXN104998,2025-02-15,IT,Subscription,Customer_C,East,Revenue,12069.82,UPI,Subscription transaction for IT
TXN104999,2025-02-15,IT,Cybersecurity,CyberGuard,West,Expense,22315.21,Bank Transfer,Cybersecurity transaction for IT
TXN105000,2025-02-15,Marketing,Content,ContentLab,North,Expense,4798.44,Bank Transfer,Content transaction for Marketing
TXN105001,2025-02-15,HR,Software,DataDesk,West,Expense,3985.08,UPI,Software transaction for HR
TXN105002,2025-02-15,Operations,Product Sales,Customer_B,West,Revenue,81698.52,Credit Card,Product Sales transaction for Operations
TXN105003,2025-02-15,Finance,Transaction Fees,Customer_D,West,Revenue,9610.43,Bank Transfer,Transaction Fees transaction for Finance
TXN105004,2025-02-15,Operations,Maintenance,FixPro,South,Expense,26386.65,UPI,Maintenance transaction for Operations
TXN105005,2025-02-15,IT,Subscription,Customer_C,North,Revenue,13245.81,Credit Card,Subscription transaction for IT
TXN105006,2025-02-15,HR,Transaction Fees,Customer_E,North,Revenue,82161.55,Direct Debit,Transaction Fees transaction for HR
TXN105007,2025-02-15,Operations,Logistics,ShipNow,East,Expense,30995.65,Bank Transfer,Logistics transaction for Operations
TXN105008,2025-02-15,Marketing,Events,EventWorks,West,Expense,11727.73,Credit Card,Events transaction for Marketing
TXN105009,2025-02-15,IT,Cybersecurity,SecureNet,North,Expense,4520.89,Debit Card,Cybersecurity transaction for IT
TXN105010,2025-02-15,Finance,Transaction Fees,Customer_A,West,Revenue,26750.94,Credit Card,Transaction Fees transaction for Finance
TXN105011,2025-02-15,Customer Support,Support Tools,HelpDeskPro,South,Expense,8499.3,Credit Card,Support Tools transaction for Customer Support
TXN105012,2025-02-15,Sales,Client Entertainment,DinePro,South,Expense,8209.45,Debit Card,Client Entertainment transaction for Sales
TXN105013,2025-02-15,Sales,Service Revenue,Customer_C,North,Revenue,26270.41,Debit Card,Service Revenue transaction for Sales
TXN105014,2025-02-15,Marketing,Product Sales,Customer_B,East,Revenue,12241.62,Debit Card,Product Sales transaction for Marketing
TXN105015,2025-02-15,Customer Support,Outsourcing,ServiceDesk,East,Expense,13894.36,Bank Transfer,Outsourcing transaction for Customer Support
TXN105016,2025-02-15,Operations,Supplies,SupplyHub,North,Expense,35689.57,UPI,Supplies transaction for Operations
TXN105017,2025-02-15,Sales,Product Sales,Customer_A,West,Revenue,10536.19,Bank Transfer,Product Sales transaction for Sales
TXN105018,2025-02-15,Operations,Maintenance,FixPro,North,Expense,21596.73,UPI,Maintenance transaction for Operations
TXN105019,2025-02-15,Customer Support,Software,DataDesk,West,Expense,6975.92,Direct Debit,Software transaction for Customer Support
TXN105020,2025-02-15,Marketing,Events,EventWorks,South,Expense,14833.53,UPI,Events transaction for Marketing
TXN105021,2025-02-15,Sales,Travel,TravelCo,North,Expense,25496.29,UPI,Travel transaction for Sales
TXN105022,2025-02-15,Sales,Travel,FlyBiz,East,Expense,8661.27,Bank Transfer,Travel transaction for Sales
TXN105023,2025-02-15,IT,Cloud Services,DataCloud,North,Expense,19043.63,Credit Card,Cloud Services transaction for IT
TXN105024,2025-02-15,Sales,Transaction Fees,Customer_E,North,Revenue,42981.43,UPI,Transaction Fees transaction for Sales
TXN105025,2025-02-15,Customer Support,Transaction Fees,Customer_B,East,Revenue,28603.09,Debit Card,Transaction Fees transaction for Customer Support
TXN105026,2025-02-15,Customer Support,Subscription,Customer_B,West,Revenue,37463.35,Debit Card,Subscription transaction for Customer Support
TXN105027,2025-02-15,Finance,Product Sales,Customer_A,South,Revenue,24534.21,Bank Transfer,Product Sales transaction for Finance
TXN105028,2025-02-15,Customer Support,Product Sales,Customer_E,West,Revenue,43703.67,Bank Transfer,Product Sales transaction for Customer Support
TXN105029,2025-02-15,HR,Transaction Fees,Customer_A,East,Revenue,19999.31,Bank Transfer,Transaction Fees transaction for HR
TXN105030,2025-02-15,HR,Recruitment,TalentBridge,North,Expense,5589.87,Bank Transfer,Recruitment transaction for HR
TXN105031,2025-02-15,Finance,Subscription,Customer_E,West,Revenue,35934.65,Bank Transfer,Subscription transaction for Finance
TXN105032,2025-02-15,Operations,Transaction Fees,Customer_B,West,Revenue,13103.72,UPI,Transaction Fees transaction for Operations
TXN105033,2025-02-15,Finance,Product Sales,Customer_A,South,Revenue,19615.45,Credit Card,Product Sales transaction for Finance
TXN105034,2025-02-15,Sales,Commissions,SalesPartners,West,Expense,15883.14,Direct Debit,Commissions transaction for Sales
TXN105035,2025-02-15,Customer Support,Subscription,Customer_B,West,Revenue,67793.61,Debit Card,Subscription transaction for Customer Support
TXN105036,2025-02-15,Customer Support,Product Sales,Customer_D,South,Revenue,33527.3,Bank Transfer,Product Sales transaction for Customer Support
TXN105037,2025-02-15,HR,Service Revenue,Customer_E,North,Revenue,22553.87,Debit Card,Service Revenue transaction for HR
TXN105038,2025-02-15,Finance,Bank Charges,BankTwo,South,Expense,3076.65,Credit Card,Bank Charges transaction for Finance
TXN105039,2025-02-15,IT,Hardware,DevicePro,East,Expense,14741.16,Debit Card,Hardware transaction for IT
TXN105040,2025-02-15,Finance,Subscription,Customer_D,South,Revenue,35265.01,Bank Transfer,Subscription transaction for Finance
TXN105041,2025-02-15,IT,Hardware,DevicePro,North,Expense,19690.9,Bank Transfer,Hardware transaction for IT
TXN105042,2025-02-15,HR,Training,SkillWorks,West,Expense,9441.58,Debit Card,Training transaction for HR
TXN105043,2025-02-15,Operations,Logistics,MoveRight,North,Expense,17704.64,Bank Transfer,Logistics transaction for Operations
TXN105044,2025-02-15,Operations,Utilities,WaterWorks,West,Expense,6927.88,Bank Transfer,Utilities transaction for Operations
TXN105045,2025-02-15,IT,Transaction Fees,Customer_B,South,Revenue,19288.5,UPI,Transaction Fees transaction for IT
TXN105046,2025-02-15,Marketing,Transaction Fees,Customer_A,North,Revenue,10738.6,Credit Card,Transaction Fees transaction for Marketing
TXN105047,2025-02-15,HR,Recruitment,TalentBridge,East,Expense,1165.22,Bank Transfer,Recruitment transaction for HR
TXN105048,2025-02-15,Operations,Logistics,ShipNow,South,Expense,15767.81,Credit Card,Logistics transaction for Operations
TXN105049,2025-02-16,IT,Subscription,Customer_E,South,Revenue,20653.5,UPI,Subscription transaction for IT
TXN105050,2025-02-16,IT,Hardware,TechSource,West,Expense,8429.25,UPI,Hardware transaction for IT
TXN105051,2025-02-16,Operations,Utilities,WaterWorks,West,Expense,4022.93,Bank Transfer,Utilities transaction for Operations
TXN105052,2025-02-16,Operations,Supplies,OfficeMart,South,Expense,6069.67,Bank Transfer,Supplies transaction for Operations
TXN105053,2025-02-16,Customer Support,Service Revenue,Customer_E,East,Revenue,5917.01,UPI,Service Revenue transaction for Customer Support
TXN105054,2025-02-16,Customer Support,Outsourcing,SupportWorks,West,Expense,11017.85,UPI,Outsourcing transaction for Customer Support
TXN105055,2025-02-16,Finance,Transaction Fees,Customer_E,South,Revenue,9234.09,Debit Card,Transaction Fees transaction for Finance
TXN105056,2025-02-16,Customer Support,Product Sales,Customer_A,East,Revenue,11357.75,Direct Debit,Product Sales transaction for Customer Support
TXN105057,2025-02-16,Operations,Supplies,SupplyHub,North,Expense,7434.23,Credit Card,Supplies transaction for Operations
TXN105058,2025-02-16,Customer Support,Service Revenue,Customer_C,South,Revenue,6657.2,Debit Card,Service Revenue transaction for Customer Support
TXN105059,2025-02-16,Marketing,Content,ContentLab,West,Expense,7441.26,Credit Card,Content transaction for Marketing
TXN105060,2025-02-16,IT,Cybersecurity,CyberGuard,North,Expense,13150.47,Direct Debit,Cybersecurity transaction for IT
TXN105061,2025-02-16,Operations,Logistics,FastFreight,South,Expense,33752.64,UPI,Logistics transaction for Operations
TXN105062,2025-02-16,IT,Cloud Services,DataCloud,East,Expense,29480.71,Debit Card,Cloud Services transaction for IT
TXN105063,2025-02-16,IT,Transaction Fees,Customer_E,South,Revenue,10079.46,Credit Card,Transaction Fees transaction for IT
TXN105064,2025-02-16,Sales,Product Sales,Customer_C,North,Revenue,19243.35,Debit Card,Product Sales transaction for Sales
TXN105065,2025-02-16,Marketing,Software,WorkFlowPro,South,Expense,9702.59,Credit Card,Software transaction for Marketing
TXN105066,2025-02-16,Marketing,Transaction Fees,Customer_D,East,Revenue,16688.58,Direct Debit,Transaction Fees transaction for Marketing
TXN105067,2025-02-16,Finance,Audit,AuditPartners,North,Expense,15099.39,Bank Transfer,Audit transaction for Finance
TXN105068,2025-02-16,Operations,Utilities,WaterWorks,North,Expense,10067.71,Debit Card,Utilities transaction for Operations
TXN105069,2025-02-16,Marketing,Advertising,SearchPro,West,Expense,26144.32,Bank Transfer,Advertising transaction for Marketing
TXN105070,2025-02-16,Marketing,Advertising,MarketBoost,East,Expense,18353.7,Credit Card,Advertising transaction for Marketing
TXN105071,2025-02-16,Marketing,Content,MediaCraft,West,Expense,9654.07,UPI,Content transaction for Marketing
TXN105072,2025-02-16,Operations,Product Sales,Customer_D,South,Revenue,17054.43,Direct Debit,Product Sales transaction for Operations
TXN105073,2025-02-16,Sales,Client Entertainment,EventWorks,East,Expense,7690.27,Debit Card,Client Entertainment transaction for Sales
TXN105074,2025-02-16,Sales,Software,CloudSuite,North,Expense,12452.76,Debit Card,Software transaction for Sales
TXN105075,2025-02-16,IT,Service Revenue,Customer_B,East,Revenue,18852.49,Credit Card,Service Revenue transaction for IT
TXN105076,2025-02-16,Operations,Transaction Fees,Customer_C,East,Revenue,28998.6,UPI,Transaction Fees transaction for Operations
TXN105077,2025-02-16,Customer Support,Training,LearnPro,East,Expense,3949.99,Credit Card,Training transaction for Customer Support
TXN105078,2025-02-16,HR,Transaction Fees,Customer_A,North,Revenue,13755.88,Bank Transfer,Transaction Fees transaction for HR
TXN105079,2025-02-16,Operations,Maintenance,FixPro,East,Expense,22370.55,Credit Card,Maintenance transaction for Operations
TXN105080,2025-02-16,Customer Support,Product Sales,Customer_A,East,Revenue,4633.59,Credit Card,Product Sales transaction for Customer Support
TXN105081,2025-02-16,HR,Subscription,Customer_D,South,Revenue,24050.35,Credit Card,Subscription transaction for HR
TXN105082,2025-02-16,Operations,Transaction Fees,Customer_D,West,Revenue,18667.77,Credit Card,Transaction Fees transaction for Operations
TXN105083,2025-02-16,Finance,Transaction Fees,Customer_C,South,Revenue,37064.0,UPI,Transaction Fees transaction for Finance
TXN105084,2025-02-16,Customer Support,Service Revenue,Customer_C,West,Revenue,6560.63,Credit Card,Service Revenue transaction for Customer Support
TXN105085,2025-02-16,Operations,Maintenance,FixPro,North,Expense,9605.79,Bank Transfer,Maintenance transaction for Operations
TXN105086,2025-02-16,Sales,Product Sales,Customer_A,North,Revenue,11885.06,Credit Card,Product Sales transaction for Sales
TXN105087,2025-02-16,Marketing,Content,MediaCraft,East,Expense,7392.57,Credit Card,Content transaction for Marketing
TXN105088,2025-02-16,Marketing,Content,MediaCraft,North,Expense,6837.62,Bank Transfer,Content transaction for Marketing
TXN105089,2025-02-16,HR,Product Sales,Customer_A,North,Revenue,27034.62,Credit Card,Product Sales transaction for HR
TXN105090,2025-02-16,Finance,Audit,AuditPartners,West,Expense,3218.68,UPI,Audit transaction for Finance
TXN105091,2025-02-16,IT,Cloud Services,DataCloud,South,Expense,7309.49,Debit Card,Cloud Services transaction for IT
TXN105092,2025-02-16,Customer Support,Subscription,Customer_A,West,Revenue,28515.09,UPI,Subscription transaction for Customer Support
TXN105093,2025-02-16,Customer Support,Support Tools,HelpDeskPro,North,Expense,5344.89,Debit Card,Support Tools transaction for Customer Support
TXN105094,2025-02-16,Operations,Maintenance,MaintainX,West,Expense,9131.22,Direct Debit,Maintenance transaction for Operations
TXN105095,2025-02-16,Customer Support,Training,LearnPro,West,Expense,12780.07,Direct Debit,Training transaction for Customer Support
TXN105096,2025-02-16,Operations,Maintenance,MaintainX,East,Expense,17347.39,Bank Transfer,Maintenance transaction for Operations
TXN105097,2025-02-16,Sales,Client Entertainment,DinePro,East,Expense,6564.51,Credit Card,Client Entertainment transaction for Sales
TXN105098,2025-02-16,Sales,Client Entertainment,DinePro,North,Expense,33977.82,Debit Card,Client Entertainment transaction for Sales
TXN105099,2025-02-16,Finance,Software,DataDesk,West,Expense,15796.52,Bank Transfer,Software transaction for Finance
TXN105100,2025-02-16,Customer Support,Service Revenue,Customer_D,West,Revenue,7536.0,Debit Card,Service Revenue transaction for Customer Support
TXN105101,2025-02-16,IT,Software,DataDesk,North,Expense,16267.35,UPI,Software transaction for IT
TXN105102,2025-02-16,Operations,Maintenance,MaintainX,South,Expense,27777.75,Bank Transfer,Maintenance transaction for Operations
TXN105103,2025-02-16,Marketing,Events,ExpoHub,South,Expense,15699.95,Debit Card,Events transaction for Marketing
TXN105104,2025-02-16,Customer Support,Training,SkillWorks,East,Expense,7324.2,UPI,Training transaction for Customer Support
TXN105105,2025-02-16,Sales,Client Entertainment,EventWorks,North,Expense,3943.17,Debit Card,Client Entertainment transaction for Sales
TXN105106,2025-02-16,Customer Support,Subscription,Customer_A,East,Revenue,76263.46,Debit Card,Subscription transaction for Customer Support
TXN105107,2025-02-16,Marketing,Software,WorkFlowPro,West,Expense,5982.54,Bank Transfer,Software transaction for Marketing
TXN105108,2025-02-16,Marketing,Events,EventWorks,South,Expense,15071.79,Credit Card,Events transaction for Marketing
TXN105109,2025-02-16,Marketing,Content,ContentLab,North,Expense,4041.44,Bank Transfer,Content transaction for Marketing
TXN105110,2025-02-16,Sales,Client Entertainment,DinePro,East,Expense,16912.24,Bank Transfer,Client Entertainment transaction for Sales
TXN105111,2025-02-16,Sales,Client Entertainment,DinePro,North,Expense,7912.29,Credit Card,Client Entertainment transaction for Sales
TXN105112,2025-02-16,Customer Support,Transaction Fees,Customer_A,North,Revenue,95208.44,Credit Card,Transaction Fees transaction for Customer Support
TXN105113,2025-02-16,Sales,Travel,FlyBiz,East,Expense,7009.23,UPI,Travel transaction for Sales
TXN105114,2025-02-16,IT,Subscription,Customer_B,East,Revenue,16541.77,Bank Transfer,Subscription transaction for IT
TXN105115,2025-02-16,Sales,Travel,StaySmart,South,Expense,5843.66,Direct Debit,Travel transaction for Sales
TXN105116,2025-02-16,Customer Support,Product Sales,Customer_A,North,Revenue,18570.35,Debit Card,Product Sales transaction for Customer Support
TXN105117,2025-02-16,Operations,Product Sales,Customer_A,South,Revenue,37967.89,Credit Card,Product Sales transaction for Operations
TXN105118,2025-02-16,Marketing,Advertising,MarketBoost,East,Expense,8138.84,Bank Transfer,Advertising transaction for Marketing
TXN105119,2025-02-16,Operations,Logistics,FastFreight,North,Expense,51114.72,UPI,Logistics transaction for Operations
TXN105120,2025-02-16,IT,Hardware,TechSource,East,Expense,29869.6,Debit Card,Hardware transaction for IT
TXN105121,2025-02-16,Marketing,Advertising,SearchPro,South,Expense,11202.39,Credit Card,Advertising transaction for Marketing
