period,department,category,transaction_count,total_amount,budget,variance,budget_utilization_pct,variance_pct,budget_available,avg_transaction_value,spending_deviation_pct,transaction_count_deviation_pct,period_total_spending,period_spending_change_pct,rolling_3m_avg_spending,rolling_spending_deviation_pct,high_budget_utilization,high_spending_deviation,high_transaction_deviation,large_period_change,large_rolling_deviation,anomaly_score,is_anomaly,anomaly_signals
2025-05,Customer Support,Service Revenue,56,1135192.21,,,,,0,20271.289464285717,3.9232237767942144,19.008264462809912,58516281.48,7.405179449229404,57525038.93333334,1.7231497188822869,False,False,False,False,False,0,0,
2025-05,Customer Support,Software,80,754633.88,754699.3,-65.42000000004191,99.99133164692216,-0.0086683530778472,1,9432.9235,6.482424460423013,6.74573758339511,58516281.48,7.405179449229404,57525038.93333334,1.7231497188822869,False,False,False,False,False,0,0,
2025-05,Customer Support,Subscription,45,1034427.17,,,,,0,22987.270444444446,-4.292478119141062,-4.817861339600472,58516281.48,7.405179449229404,57525038.93333334,1.7231497188822869,False,False,False,False,False,0,0,
2025-05,Customer Support,Support Tools,82,911596.44,939016.51,-27420.070000000065,97.07991609221013,-2.9200839077898717,1,11117.02975609756,20.79132353435732,2.2869022869022806,58516281.48,7.405179449229404,57525038.93333334,1.7231497188822869,False,True,False,False,False,1,0,high spending deviation
2025-05,Customer Support,Training,70,548502.24,505862.9,42639.33999999997,108.42903086982658,8.42903086982658,1,7835.746285714285,0.387746264381116,-8.230152949745076,58516281.48,7.405179449229404,57525038.93333334,1.7231497188822869,True,False,False,False,False,1,0,high budget utilization
2025-05,Customer Support,Transaction Fees,54,1058840.47,,,,,0,19608.15685185185,-0.9601709264919308,12.76102088167054,58516281.48,7.405179449229404,57525038.93333334,1.7231497188822869,False,False,False,False,False,0,0,
2025-05,Finance,Audit,46,370131.49,357746.93,12384.559999999998,103.46182146133305,3.4618214613330154,1,8046.336739130435,2.8990960792042726,-10.583153347732178,58516281.48,7.405179449229404,57525038.93333334,1.7231497188822869,True,False,False,False,False,1,0,high budget utilization
2025-05,Finance,Bank Charges,45,220954.02,227103.5,-6149.4800000000105,97.29221258148816,-2.7077874185118285,1,4910.089333333333,-5.407916378304524,-12.242686890574216,58516281.48,7.405179449229404,57525038.93333334,1.7231497188822869,False,False,False,False,False,0,0,
2025-05,Finance,Product Sales,30,717820.3200000001,,,,,0,23927.344,4.177145239027549,-3.398926654740613,58516281.48,7.405179449229404,57525038.93333334,1.7231497188822869,False,False,False,False,False,0,0,
2025-05,Finance,Professional Services,37,332046.23,322985.98,9060.25,102.80515271901275,2.805152719012757,1,8974.222432432432,-8.319863104903103,-20.143884892086337,58516281.48,7.405179449229404,57525038.93333334,1.7231497188822869,True,False,True,False,False,2,1,"high budget utilization, high transaction deviation"
2025-05,Finance,Service Revenue,29,753896.4400000001,,,,,0,25996.428965517243,3.09121526937328,-7.936507936507936,58516281.48,7.405179449229404,57525038.93333334,1.7231497188822869,False,False,False,False,False,0,0,
2025-05,Finance,Software,47,318077.86,324466.23,-6388.369999999995,98.03111405461208,-1.9688859453879053,1,6767.614042553191,-4.768707803197733,-8.242950108459867,58516281.48,7.405179449229404,57525038.93333334,1.7231497188822869,False,False,False,False,False,0,0,
2025-05,Finance,Subscription,22,473366.66,,,,,0,21516.666363636363,-29.667998718492576,-28.390596745027125,58516281.48,7.405179449229404,57525038.93333334,1.7231497188822869,False,True,True,False,False,2,1,"high spending deviation, high transaction deviation"
2025-05,Finance,Transaction Fees,37,1019055.53,,,,,0,27542.041351351352,44.93930680400742,20.216606498194945,58516281.48,7.405179449229404,57525038.93333334,1.7231497188822869,False,True,True,False,False,2,1,"high spending deviation, high transaction deviation"
2025-05,HR,Benefits,47,284547.36,259862.42,24684.939999999973,109.49923424864588,9.499234248645868,1,6054.19914893617,9.975906337612193,3.296703296703297,58516281.48,7.405179449229404,57525038.93333334,1.7231497188822869,True,False,False,False,False,1,0,high budget utilization
2025-05,HR,Product Sales,37,848141.61,,,,,0,22922.746216216216,23.99780479633341,22.20183486238532,58516281.48,7.405179449229404,57525038.93333334,1.7231497188822869,False,True,True,False,False,2,1,"high spending deviation, high transaction deviation"
2025-05,HR,Recruitment,42,209873.64,207793.59,2080.050000000017,101.00101740385736,1.0010174038573652,1,4996.9914285714285,-12.97197579941088,-7.011070110701103,58516281.48,7.405179449229404,57525038.93333334,1.7231497188822869,True,False,False,False,False,1,0,high budget utilization
2025-05,HR,Service Revenue,31,752437.66,,,,,0,24272.182580645163,10.014606000247152,1.8248175182481805,58516281.48,7.405179449229404,57525038.93333334,1.7231497188822869,False,False,False,False,False,0,0,
2025-05,HR,Software,39,219084.37,218346.96,737.4100000000035,100.33772396006798,0.3377239600679595,1,5617.547948717948,-17.345322217272518,-16.92307692307692,58516281.48,7.405179449229404,57525038.93333334,1.7231497188822869,True,False,False,False,False,1,0,high budget utilization
2025-05,HR,Subscription,31,802623.9500000001,,,,,0,25891.095161290326,23.915641406005097,8.984375000000005,58516281.48,7.405179449229404,57525038.93333334,1.7231497188822869,False,True,False,False,False,1,0,high spending deviation
2025-05,HR,Training,51,218965.45,199983.18,18982.27000000002,109.49193327158817,9.49193327158815,1,4293.440196078432,3.1457279618764384,7.494145199063236,58516281.48,7.405179449229404,57525038.93333334,1.7231497188822869,True,False,False,False,False,1,0,high budget utilization
2025-05,HR,Transaction Fees,34,841392.88,,,,,0,24746.849411764702,35.34507704916954,20.710059171597628,58516281.48,7.405179449229404,57525038.93333334,1.7231497188822869,False,True,True,False,False,2,1,"high spending deviation, high transaction deviation"
2025-05,IT,Cloud Services,78,1530324.93,1421960.59,108364.33999999984,107.6207695742116,7.620769574211607,1,19619.550384615384,19.27865743581158,8.668730650154808,58516281.48,7.405179449229404,57525038.93333334,1.7231497188822869,True,False,False,False,False,1,0,high budget utilization
2025-05,IT,Cybersecurity,86,1505509.37,1429966.09,75543.28000000003,105.28287212740828,5.2828721274082815,1,17505.922906976746,43.037167720443634,18.16793893129772,58516281.48,7.405179449229404,57525038.93333334,1.7231497188822869,True,True,False,False,False,2,1,"high budget utilization, high spending deviation"
2025-05,IT,Hardware,101,1951132.7,1852854.38,98278.32000000008,105.30415779355526,5.304157793555264,1,19318.145544554456,52.27325205919079,36.79458239277653,58516281.48,7.405179449229404,57525038.93333334,1.7231497188822869,True,True,True,False,False,3,1,"high budget utilization, high spending deviation, high transaction deviation"
2025-05,IT,Product Sales,45,967696.97,,,,,0,21504.37711111111,-5.946486233017844,-0.735294117647064,58516281.48,7.405179449229404,57525038.93333334,1.7231497188822869,False,False,False,False,False,0,0,
2025-05,IT,Service Revenue,57,1472781.93,,,,,0,25838.279473684208,41.176222920472426,24.66585662211422,58516281.48,7.405179449229404,57525038.93333334,1.7231497188822869,False,True,True,False,False,2,1,"high spending deviation, high transaction deviation"
2025-05,IT,Software,66,963372.26,1004250.83,-40878.56999999995,95.92944623207332,-4.07055376792668,1,14596.549393939396,2.4529772405848784,-4.038772213247164,58516281.48,7.405179449229404,57525038.93333334,1.7231497188822869,False,False,False,False,False,0,0,
2025-05,IT,Subscription,46,1077367.22,,,,,0,23421.02652173913,9.595670117968716,2.857142857142859,58516281.48,7.405179449229404,57525038.93333334,1.7231497188822869,False,False,False,False,False,0,0,
2025-05,IT,Transaction Fees,44,951081.65,,,,,0,21615.492045454543,0.9797544468142564,2.061855670103085,58516281.48,7.405179449229404,57525038.93333334,1.7231497188822869,False,False,False,False,False,0,0,
2025-05,Marketing,Advertising,88,1439524.26,1419711.51,19812.75,101.3955476067106,1.3955476067106056,1,16358.230227272728,-3.5404143195155195,0.8917197452229226,58516281.48,7.405179449229404,57525038.93333334,1.7231497188822869,True,False,False,False,False,1,0,high budget utilization
2025-05,Marketing,Content,91,905773.64,864734.89,41038.75,104.745818686696,4.745818686695989,1,9953.556483516484,5.62916819443041,2.6959247648902784,58516281.48,7.405179449229404,57525038.93333334,1.7231497188822869,True,False,False,False,False,1,0,high budget utilization
2025-05,Marketing,Events,94,1338541.83,1249452.26,89089.57000000007,107.13029003605148,7.130290036051483,1,14239.80670212766,9.578706453603044,7.496823379923763,58516281.48,7.405179449229404,57525038.93333334,1.7231497188822869,True,False,False,False,False,1,0,high budget utilization
2025-05,Marketing,Product Sales,54,1176990.93,,,,,0,21796.12833333333,2.0989828814295333,-0.409836065573769,58516281.48,7.405179449229404,57525038.93333334,1.7231497188822869,False,False,False,False,False,0,0,
2025-05,Marketing,Service Revenue,51,1058682.13,,,,,0,20758.473137254903,-10.676255983638413,-6.134969325153379,58516281.48,7.405179449229404,57525038.93333334,1.7231497188822869,False,False,False,False,False,0,0,
2025-05,Marketing,Software,93,1100042.4,1030130.84,69911.55999999994,106.78666799258237,6.786667992582373,1,11828.412903225806,7.389325379148433,1.5160703456640354,58516281.48,7.405179449229404,57525038.93333334,1.7231497188822869,True,False,False,False,False,1,0,high budget utilization
2025-05,Marketing,Subscription,49,1126212.03,,,,,0,22983.91897959184,-7.467715061465459,-12.063808574277166,58516281.48,7.405179449229404,57525038.93333334,1.7231497188822869,False,False,False,False,False,0,0,
2025-05,Marketing,Transaction Fees,40,899027.0,,,,,0,22475.675,-21.704824834454676,-19.463087248322143,58516281.48,7.405179449229404,57525038.93333334,1.7231497188822869,False,True,False,False,False,1,0,high spending deviation
2025-05,Operations,Logistics,103,2098664.32,2180869.22,-82204.90000000037,96.23063596633273,-3.76936403366729,1,20375.381747572814,-1.6670906492869164,2.148760330578517,58516281.48,7.405179449229404,57525038.93333334,1.7231497188822869,False,False,False,False,False,0,0,
2025-05,Operations,Maintenance,113,1655499.38,1647462.8,8036.579999999842,100.4878155670647,0.4878155670646913,1,14650.436991150442,20.988694549292585,13.822048125349756,58516281.48,7.405179449229404,57525038.93333334,1.7231497188822869,True,True,False,False,False,2,1,"high budget utilization, high spending deviation"
2025-05,Operations,Product Sales,67,1694956.62,,,,,0,25297.86,26.836722927037304,12.081784386617098,58516281.48,7.405179449229404,57525038.93333334,1.7231497188822869,False,True,False,False,False,1,0,high spending deviation
2025-05,Operations,Service Revenue,53,1162168.44,,,,,0,21927.706415094337,-6.997896644539519,-6.65362035225049,58516281.48,7.405179449229404,57525038.93333334,1.7231497188822869,False,False,False,False,False,0,0,
2025-05,Operations,Subscription,69,1703619.7,,,,,0,24690.140579710143,22.389677663601745,12.909090909090905,58516281.48,7.405179449229404,57525038.93333334,1.7231497188822869,False,True,False,False,False,1,0,high spending deviation
2025-05,Operations,Supplies,101,1188259.75,1200534.23,-12274.47999999998,98.97758183871191,-1.0224181612880776,1,11764.94801980198,5.220076355366918,2.9445073612684,58516281.48,7.405179449229404,57525038.93333334,1.7231497188822869,False,False,False,False,False,0,0,
2025-05,Operations,Transaction Fees,72,1609113.83,,,,,0,22348.803194444445,12.279115625527147,16.75675675675676,58516281.48,7.405179449229404,57525038.93333334,1.7231497188822869,False,False,False,False,False,0,0,
2025-05,Operations,Utilities,103,1630094.81,1550811.27,79283.54000000004,105.11239127118286,5.112391271182859,1,15826.163203883496,12.561038024381208,6.0034305317324135,58516281.48,7.405179449229404,57525038.93333334,1.7231497188822869,True,False,False,False,False,1,0,high budget utilization
2025-05,Sales,Client Entertainment,93,832681.65,768986.77,63694.880000000005,108.28296174718324,8.282961747183245,1,8953.566129032259,10.717338765206907,11.600000000000009,58516281.48,7.405179449229404,57525038.93333334,1.7231497188822869,True,False,False,False,False,1,0,high budget utilization
2025-05,Sales,Commissions,85,1275953.18,1150475.28,125477.8999999999,110.90661417775094,10.906614177750946,1,15011.21388235294,10.2138101510761,1.7964071856287425,58516281.48,7.405179449229404,57525038.93333334,1.7231497188822869,True,False,False,False,False,1,0,high budget utilization
2025-05,Sales,Product Sales,60,1455051.7,,,,,0,24250.861666666668,23.882116023983585,16.254036598492995,58516281.48,7.405179449229404,57525038.93333334,1.7231497188822869,False,True,False,False,False,1,0,high spending deviation
2025-05,Sales,Service Revenue,59,1434526.35,,,,,0,24314.005932203392,38.19059036136472,22.491349480968864,58516281.48,7.405179449229404,57525038.93333334,1.7231497188822869,False,True,True,False,False,2,1,"high spending deviation, high transaction deviation"
2025-05,Sales,Software,99,1087027.57,1076153.63,10873.940000000175,101.01044494920303,1.0104449492030405,1,10980.076464646463,30.079201366030727,17.08278580814717,58516281.48,7.405179449229404,57525038.93333334,1.7231497188822869,True,True,False,False,False,2,1,"high budget utilization, high spending deviation"
2025-05,Sales,Subscription,66,1531295.9,,,,,0,23201.45303030303,40.146656689042416,32.146829810901004,58516281.48,7.405179449229404,57525038.93333334,1.7231497188822869,False,True,True,False,False,2,1,"high spending deviation, high transaction deviation"
2025-05,Sales,Transaction Fees,39,1183737.38,,,,,0,30352.24051282051,-0.2485546008935134,-24.1081081081081,58516281.48,7.405179449229404,57525038.93333334,1.7231497188822869,False,False,True,False,False,1,0,high transaction deviation
2025-05,Sales,Travel,99,1117984.52,1151861.05,-33876.53000000003,97.05897425735508,-2.941025742644916,1,11292.772929292929,23.46263688561842,20.56833558863328,58516281.48,7.405179449229404,57525038.93333334,1.7231497188822869,False,True,True,False,False,2,1,"high spending deviation, high transaction deviation"
2025-06,Customer Support,Outsourcing,62,635897.35,650377.58,-14480.22999999998,97.77356562629356,-2.2264343737064216,1,10256.408870967742,-29.249980199251567,-20.963172804532576,51348851.16,-12.248608658514504,54782312.873333335,-6.267463955514485,False,True,True,False,False,2,1,"high spending deviation, high transaction deviation"
2025-06,Customer Support,Product Sales,43,913934.86,,,,,0,21254.299069767443,-21.033219127574878,-14.569536423841065,51348851.16,-12.248608658514504,54782312.873333335,-6.267463955514485,False,True,False,False,False,1,0,high spending deviation
2025-06,Customer Support,Service Revenue,53,1504857.86,,,,,0,28393.54452830189,37.7649342194197,12.63282172373081,51348851.16,-12.248608658514504,54782312.873333335,-6.267463955514485,False,True,False,False,False,1,0,high spending deviation
2025-06,Customer Support,Software,86,856643.32,888534.71,-31891.39000000001,96.410788499191,-3.589211500809013,1,9960.968837209302,20.87644091917258,14.751667902149745,51348851.16,-12.248608658514504,54782312.873333335,-6.267463955514485,False,True,False,False,False,1,0,high spending deviation
2025-06,Customer Support,Subscription,35,966649.7,,,,,0,27618.562857142857,-10.563401661350678,-25.969447708578148,51348851.16,-12.248608658514504,54782312.873333335,-6.267463955514485,False,False,True,False,False,1,0,high transaction deviation
2025-06,Customer Support,Support Tools,81,808488.6,756930.52,51558.07999999996,106.81146797991444,6.811467979914452,1,9981.34074074074,7.12899236030321,1.0395010395010336,51348851.16,-12.248608658514504,54782312.873333335,-6.267463955514485,True,False,False,False,False,1,0,high budget utilization
2025-06,Customer Support,Training,75,579717.82,572249.87,7467.949999999953,101.30501558698477,1.3050155869847473,1,7729.570933333332,6.100871017591761,-1.6751638747268671,51348851.16,-12.248608658514504,54782312.873333335,-6.267463955514485,True,False,False,False,False,1,0,high budget utilization
2025-06,Customer Support,Transaction Fees,47,1054493.52,,,,,0,22436.03234042553,-1.3667677625489063,-1.856148491879344,51348851.16,-12.248608658514504,54782312.873333335,-6.267463955514485,False,False,False,False,False,0,0,
2025-06,Finance,Audit,59,338131.49,312269.61,25861.880000000005,108.28190741968136,8.281907419681348,1,5731.04220338983,-5.997123679170073,14.686825053995683,51348851.16,-12.248608658514504,54782312.873333335,-6.267463955514485,True,False,False,False,False,1,0,high budget utilization
2025-06,Finance,Bank Charges,62,293803.64,274402.15,19401.48999999999,107.07045844939628,7.070458449396257,1,4738.768387096775,25.779555779245456,20.910075839653302,51348851.16,-12.248608658514504,54782312.873333335,-6.267463955514485,True,True,True,False,False,3,1,"high budget utilization, high spending deviation, high transaction deviation"
2025-06,Finance,Product Sales,33,934787.77,,,,,0,28326.90212121212,35.66559565067296,6.261180679785326,51348851.16,-12.248608658514504,54782312.873333335,-6.267463955514485,False,True,False,False,False,1,0,high spending deviation
2025-06,Finance,Professional Services,40,316966.86,294552.18,22414.679999999997,107.60974846629892,7.609748466298906,1,7924.171499999999,-12.483375835921963,-13.669064748201444,51348851.16,-12.248608658514504,54782312.873333335,-6.267463955514485,True,False,False,False,False,1,0,high budget utilization
2025-06,Finance,Service Revenue,38,763590.24,,,,,0,20094.48,4.416789406025581,20.634920634920636,51348851.16,-12.248608658514504,54782312.873333335,-6.267463955514485,False,False,True,False,False,1,0,high transaction deviation
2025-06,Finance,Software,47,320061.13,329790.31,-9729.179999999991,97.04988906435727,-2.950110935642709,1,6809.811276595745,-4.17492436641545,-8.242950108459867,51348851.16,-12.248608658514504,54782312.873333335,-6.267463955514485,False,False,False,False,False,0,0,
2025-06,Finance,Subscription,26,504874.15,,,,,0,19418.23653846154,-24.98667023824624,-15.370705244122965,51348851.16,-12.248608658514504,54782312.873333335,-6.267463955514485,False,True,False,False,False,1,0,high spending deviation
2025-06,Finance,Transaction Fees,35,734125.0,,,,,0,20975.0,4.413906283882241,13.718411552346568,51348851.16,-12.248608658514504,54782312.873333335,-6.267463955514485,False,False,False,False,False,0,0,
2025-06,HR,Benefits,40,208493.83,196259.21,12234.619999999995,106.23390871694632,6.233908716946327,1,5212.34575,-19.418342450796104,-12.087912087912088,51348851.16,-12.248608658514504,54782312.873333335,-6.267463955514485,True,False,False,False,False,1,0,high budget utilization
2025-06,HR,Product Sales,28,643243.21,,,,,0,22972.97178571429,-5.958220832784165,-7.522935779816516,51348851.16,-12.248608658514504,54782312.873333335,-6.267463955514485,False,False,False,False,False,0,0,
2025-06,HR,Recruitment,49,241756.38,229157.17,12599.209999999992,105.49806493071982,5.498064930719816,1,4933.803673469388,0.2487977493830031,8.487084870848713,51348851.16,-12.248608658514504,54782312.873333335,-6.267463955514485,True,False,False,False,False,1,0,high budget utilization
2025-06,HR,Service Revenue,30,541666.37,,,,,0,18055.545666666665,-20.802459197571142,-1.459854014598535,51348851.16,-12.248608658514504,54782312.873333335,-6.267463955514485,False,True,False,False,False,1,0,high spending deviation
2025-06,HR,Software,50,314152.19,324914.82,-10762.630000000005,96.6875533716806,-3.3124466283193867,1,6283.0438,18.521225586235037,6.508875739644974,51348851.16,-12.248608658514504,54782312.873333335,-6.267463955514485,False,False,False,False,False,0,0,
2025-06,HR,Subscription,31,639522.46,,,,,0,20629.756774193545,-1.2652988682355817,8.984375000000005,51348851.16,-12.248608658514504,54782312.873333335,-6.267463955514485,False,False,False,False,False,0,0,
2025-06,HR,Training,62,260293.98,247185.87,13108.110000000015,105.30293661203208,5.302936612032077,1,4198.29,22.613919461696383,30.67915690866511,51348851.16,-12.248608658514504,54782312.873333335,-6.267463955514485,True,True,True,False,False,3,1,"high budget utilization, high spending deviation, high transaction deviation"
2025-06,HR,Transaction Fees,29,618831.39,,,,,0,21339.013448275866,-0.4557987702550035,2.9585798816568003,51348851.16,-12.248608658514504,54782312.873333335,-6.267463955514485,False,False,False,False,False,0,0,
2025-06,IT,Cloud Services,67,1143850.7,1102457.29,41393.40999999992,103.754649760627,3.7546497606270006,1,17072.398507462687,-10.844440204595449,-6.656346749225999,51348851.16,-12.248608658514504,54782312.873333335,-6.267463955514485,True,False,False,False,False,1,0,high budget utilization
2025-06,IT,Cybersecurity,72,946741.65,884039.97,62701.68000000005,107.0926295334814,7.092629533481394,1,13149.189583333333,-10.05087920576706,-1.0687022900763272,51348851.16,-12.248608658514504,54782312.873333335,-6.267463955514485,True,False,False,False,False,1,0,high budget utilization
2025-06,IT,Hardware,71,1227706.6,1165694.45,62012.15000000014,105.31976025106754,5.319760251067519,1,17291.642253521128,-4.185462856251578,-3.8374717832957046,51348851.16,-12.248608658514504,54782312.873333335,-6.267463955514485,True,False,False,False,False,1,0,high budget utilization
2025-06,IT,Product Sales,52,989130.46,,,,,0,19021.739615384613,-3.863297890711188,14.705882352941172,51348851.16,-12.248608658514504,54782312.873333335,-6.267463955514485,False,False,False,False,False,0,0,
2025-06,IT,Service Revenue,41,917767.81,,,,,0,22384.58073170732,-12.025677193232676,-10.328068043742404,51348851.16,-12.248608658514504,54782312.873333335,-6.267463955514485,False,False,False,False,False,0,0,
2025-06,IT,Software,73,1039162.14,1052140.55,-12978.410000000033,98.76647563863972,-1.2335243613602795,1,14235.097808219178,10.513100178634453,6.138933764135713,51348851.16,-12.248608658514504,54782312.873333335,-6.267463955514485,False,False,False,False,False,0,0,
2025-06,IT,Subscription,45,887786.58,,,,,0,19728.590666666667,-9.689506650443995,0.621118012422362,51348851.16,-12.248608658514504,54782312.873333335,-6.267463955514485,False,False,False,False,False,0,0,
2025-06,IT,Transaction Fees,43,837330.42,,,,,0,19472.80046511628,-11.097622162673572,-0.2577319587628939,51348851.16,-12.248608658514504,54782312.873333335,-6.267463955514485,False,False,False,False,False,0,0,
2025-06,Marketing,Advertising,110,2011660.66,1857796.83,153863.82999999984,108.28205902364468,8.282059023644681,1,18287.82418181818,34.79727934097474,26.11464968152865,51348851.16,-12.248608658514504,54782312.873333335,-6.267463955514485,True,True,True,False,False,3,1,"high budget utilization, high spending deviation, high transaction deviation"
2025-06,Marketing,Content,94,883091.22,804737.37,78353.84999999998,109.73657405769536,9.736574057695368,1,9394.587446808511,2.98399830713195,6.081504702194353,51348851.16,-12.248608658514504,54782312.873333335,-6.267463955514485,True,False,False,False,False,1,0,high budget utilization
2025-06,Marketing,Events,84,1185650.33,1163000.21,22650.12000000011,101.94755940757744,1.9475594075774167,1,14114.884880952382,-2.937639634550996,-3.939008894536212,51348851.16,-12.248608658514504,54782312.873333335,-6.267463955514485,True,False,False,False,False,1,0,high budget utilization
2025-06,Marketing,Product Sales,50,1250481.27,,,,,0,25009.6254,8.473958910862866,-7.786885245901638,51348851.16,-12.248608658514504,54782312.873333335,-6.267463955514485,False,False,False,False,False,0,0,
2025-06,Marketing,Service Revenue,62,1309302.66,,,,,0,21117.784838709675,10.469245043156905,14.110429447852756,51348851.16,-12.248608658514504,54782312.873333335,-6.267463955514485,False,False,False,False,False,0,0,
2025-06,Marketing,Software,70,776229.03,753272.73,22956.300000000047,103.04754162546148,3.0475416254614776,1,11088.986142857144,-24.222273731075475,-23.590054578532445,51348851.16,-12.248608658514504,54782312.873333335,-6.267463955514485,True,True,True,False,False,3,1,"high budget utilization, high spending deviation, high transaction deviation"
2025-06,Marketing,Subscription,50,1004932.52,,,,,0,20098.6504,-17.4323308510214,-10.269192422731804,51348851.16,-12.248608658514504,54782312.873333335,-6.267463955514485,False,False,False,False,False,0,0,
2025-06,Marketing,Transaction Fees,49,1094393.23,,,,,0,22334.555714285714,-4.6906159182795015,-1.3422818791946265,51348851.16,-12.248608658514504,54782312.873333335,-6.267463955514485,False,False,False,False,False,0,0,
2025-06,Operations,Logistics,104,2180261.51,2108419.35,71842.15999999968,103.4073942643336,3.4073942643335955,1,20964.05298076923,2.1561454018901043,3.1404958677686,51348851.16,-12.248608658514504,54782312.873333335,-6.267463955514485,True,False,False,False,False,1,0,high budget utilization
2025-06,Operations,Maintenance,100,1425382.12,1484334.06,-58951.93999999994,96.02839134473544,-3.9716086552645664,1,14253.8212,4.171057999854482,0.7274762171236774,51348851.16,-12.248608658514504,54782312.873333335,-6.267463955514485,False,False,False,False,False,0,0,
2025-06,Operations,Product Sales,55,1310566.25,,,,,0,23828.477272727272,-1.9279158136942056,-7.992565055762083,51348851.16,-12.248608658514504,54782312.873333335,-6.267463955514485,False,False,False,False,False,0,0,
2025-06,Operations,Service Revenue,65,1268114.01,,,,,0,19509.44630769231,1.480358754646145,14.481409001956946,51348851.16,-12.248608658514504,54782312.873333335,-6.267463955514485,False,False,False,False,False,0,0,
2025-06,Operations,Subscription,60,1343204.38,,,,,0,22386.73966666667,-3.5029055460335137,-1.8181818181818232,51348851.16,-12.248608658514504,54782312.873333335,-6.267463955514485,False,False,False,False,False,0,0,
2025-06,Operations,Supplies,81,937398.89,982069.13,-44670.23999999999,95.45141593036328,-4.548584069636727,1,11572.825802469137,-16.99358428892656,-17.440543601359007,51348851.16,-12.248608658514504,54782312.873333335,-6.267463955514485,False,False,False,False,False,0,0,
2025-06,Operations,Transaction Fees,50,946381.33,,,,,0,18927.6266,-33.96436175251185,-18.91891891891892,51348851.16,-12.248608658514504,54782312.873333335,-6.267463955514485,False,True,False,False,False,1,0,high spending deviation
2025-06,Operations,Utilities,99,1645042.41,1691976.17,-46933.76000000001,97.226098048414,-2.773901951585997,1,16616.59,13.593197234785189,1.886792452830184,51348851.16,-12.248608658514504,54782312.873333335,-6.267463955514485,False,False,False,False,False,0,0,
2025-06,Sales,Client Entertainment,86,834814.01,830146.24,4667.770000000019,100.56228285753603,0.5622828575360431,1,9707.13965116279,11.000867559782092,3.200000000000005,51348851.16,-12.248608658514504,54782312.873333335,-6.267463955514485,True,False,False,False,False,1,0,high budget utilization
2025-06,Sales,Commissions,95,1393504.07,1269786.9,123717.17000000016,109.74314430240224,9.743144302402252,1,14668.463894736842,20.36757729286891,13.77245508982036,51348851.16,-12.248608658514504,54782312.873333335,-6.267463955514485,True,True,False,False,False,2,1,"high budget utilization, high spending deviation"
2025-06,Sales,Product Sales,43,838576.64,,,,,0,19501.7823255814,-28.60415295794485,-16.684607104413352,51348851.16,-12.248608658514504,54782312.873333335,-6.267463955514485,False,True,False,False,False,1,0,high spending deviation
2025-06,Sales,Service Revenue,47,949000.86,,,,,0,20191.50765957447,-8.580982777456255,-2.422145328719718,51348851.16,-12.248608658514504,54782312.873333335,-6.267463955514485,False,False,False,False,False,0,0,
2025-06,Sales,Software,83,876259.65,828563.09,47696.560000000056,105.756539311931,5.756539311930979,1,10557.345180722892,4.857649067058719,-1.8396846254927743,51348851.16,-12.248608658514504,54782312.873333335,-6.267463955514485,True,False,False,False,False,1,0,high budget utilization
2025-06,Sales,Subscription,48,1109767.2,,,,,0,23120.15,1.5676740094189998,-3.893214682981087,51348851.16,-12.248608658514504,54782312.873333335,-6.267463955514485,False,False,False,False,False,0,0,
2025-06,Sales,Transaction Fees,49,1113876.56,,,,,0,22732.17469387755,-6.135601752996449,-4.648648648648643,51348851.16,-12.248608658514504,54782312.873333335,-6.267463955514485,False,False,False,False,False,0,0,
2025-06,Sales,Travel,66,676500.87,624949.99,51550.880000000005,108.24880083604768,8.248800836047698,1,10250.013181818182,-25.291826701129143,-19.62110960757781,51348851.16,-12.248608658514504,54782312.873333335,-6.267463955514485,True,True,False,False,False,2,1,"high budget utilization, high spending deviation"
2025-07,Customer Support,Outsourcing,91,1095372.14,1057096.99,38275.14999999991,103.62077939508654,3.620779395086529,1,12037.056483516482,21.8712432033066,16.005665722379607,51614641.62,0.5176171501321658,53826591.42,-4.10939972538948,True,True,False,False,False,2,1,"high budget utilization, high spending deviation"
2025-07,Customer Support,Product Sales,58,1433152.25,,,,,0,24709.521551724138,23.82875917718363,15.231788079470194,51614641.62,0.5176171501321658,53826591.42,-4.10939972538948,False,True,False,False,False,1,0,high spending deviation
2025-07,Customer Support,Service Revenue,41,999794.13,,,,,0,24385.22268292683,-8.472038314361505,-12.8689492325856,51614641.62,0.5176171501321658,53826591.42,-4.10939972538948,False,False,False,False,False,0,0,
2025-07,Customer Support,Software,73,638671.83,622736.72,15935.109999999986,102.55888395339848,2.558883953398474,1,8748.929178082191,-9.88037153463727,-2.5945144551519626,51614641.62,0.5176171501321658,53826591.42,-4.10939972538948,True,False,False,False,False,1,0,high budget utilization
2025-07,Customer Support,Subscription,52,1138076.86,,,,,0,21886.093461538465,5.2974236751237305,9.9882491186839,51614641.62,0.5176171501321658,53826591.42,-4.10939972538948,False,False,False,False,False,0,0,
2025-07,Customer Support,Support Tools,81,736025.5,698955.26,37070.23999999999,105.30366421450208,5.303664214502083,1,9086.734567901234,-2.4727495644485864,1.0395010395010336,51614641.62,0.5176171501321658,53826591.42,-4.10939972538948,True,False,False,False,False,1,0,high budget utilization
